formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C17H19NO9,[M - H]-,C17H18NO9-,,0.996,127.378,127.378,0,49,0.741,-1.259,2.154,4.302,,380.1,91,1.515,7.35174E+17,7.35171E+17,4180,
1,C14H16N2O6,[M - H]-,C14H15N2O6-,,1,129.826,129.826,0,47,0.843,4.671,4.671,4.82,,307.095,91,1.515,7.35174E+17,7.35171E+17,4200,
1,C16H20N2O3S2,[M - H]-,C16H19N2O3S2-,,1,308.187,308.187,0,50,0.657,5.029,5.029,1.515,,351.085,91,1.515,7.35174E+17,7.35171E+17,5092,
1,C15H24N2O9S,[M - H]-,C15H23N2O9S-,,1,196.558,196.558,0,41,0.631,5.166,5.166,-4.556,,407.111,91,1.516,7.35174E+17,7.35171E+17,4430,
1,C17H22O11,[M - H]-,C17H21O11-,,1,196.975,194.635,2.341,47,0.803,5.014,5.014,3.702,,401.11,91,1.516,7.35174E+17,7.35171E+17,4450,
1,C17H20N2O9,[M - H]-,C17H19N2O9-,,0.999,185.455,183.383,2.073,41,0.504,5.245,5.245,3.534,,395.111,91,1.516,7.35174E+17,7.35171E+17,4882,
1,C19H18O6S,[M - H]-,C19H17O6S-,,0.448,298.38,298.38,0,50,0.77,5.177,5.177,9.829,,373.079,91,1.517,7.35174E+17,7.35171E+17,3861,
1,C16H20O11,[M - H]-,C16H19O11-,,0.81,257.169,253.861,3.308,44,0.703,5.199,5.199,3.268,,387.095,91,1.517,7.35174E+17,7.35171E+17,4015,
1,C20H22N2O8,[M + Cl]-,C20H22ClN2O8-,,0.71,183.931,183.931,0,50,0.736,4.077,4.077,-3.149,,453.106,91,1.517,7.35174E+17,7.35171E+17,4135,
1,C23H17F3N4O3,[M - H]-,C23H16F3N4O3-,,0.637,172.285,172.285,0,48,0.793,4.033,4.135,-2.844,,453.117,91,1.517,7.35174E+17,7.35171E+17,4184,
1,C18H19ClN2O7,[M - H]-,C18H18ClN2O7-,,1,259.992,259.992,0,44,0.554,5.391,5.391,-4.21,,409.079,91,1.517,7.35174E+17,7.35171E+17,4274,
1,C14H16O10,[M - H]-,C14H15O10-,,1,242.847,239.723,3.124,46,0.699,4.482,4.482,2.856,,343.068,91,1.517,7.35174E+17,7.35171E+17,4378,
1,C16H20O12,[M - H]-,C16H19O12-,,0.199,266.203,266.203,0,38,0.616,4.497,4.497,3.673,,403.09,91,1.517,7.35174E+17,7.35171E+17,4421,
1,C17H20O12,[M - H]-,C17H19O12-,,0.995,199.805,198.451,1.354,42,0.69,5.42,5.42,3.663,,415.09,91,1.517,7.35174E+17,7.35171E+17,4542,
1,C18H22O12,[M - H]-,C18H21O12-,,0.137,181.108,181.108,0,42,0.66,5.389,5.389,3.939,,429.106,91,1.517,7.35174E+17,7.35171E+17,4582,
1,C14H16O10,[M - H]-,C14H15O10-,,0.2,258.671,258.671,0,53,0.776,4.616,4.616,2.827,,343.068,91,1.517,7.35174E+17,7.35171E+17,4982,
1,C17H20N2O7,[M - H]-,C17H19N2O7-,,1,188.115,188.115,0,36,0.577,5.917,5.917,2.879,,363.121,91,1.522,7.35174E+17,7.35171E+17,4194,
1,C17H24O11,[M - H]-,C17H23O11-,,0.143,245.261,245.261,0,42,0.683,4.641,4.641,3.435,,403.126,91,1.522,7.35174E+17,7.35171E+17,4656,
1,C15H18N2O6,[M - H]-,C15H17N2O6-,,0.143,132.984,132.984,0,48,0.859,4.785,4.785,4.236,,321.111,91,1.522,7.35174E+17,7.35171E+17,5044,
1,C22H36O16,[M - H]-,C22H35O16-,,0.627,119.823,117.857,1.966,26,0.877,5.521,5.521,4.992,,555.196,91,1.523,7.35174E+17,7.35171E+17,4530,
1,C11H14O7,[M - H]-,C11H13O7-,,1,197.729,197.729,0,46,0.832,5.871,5.871,5.071,,257.068,91,1.524,7.35174E+17,7.35171E+17,4279,
1,C7H9BrO4,[M - H]-,C7H8BrO4-,,1,54.049,54.049,0,13,0.839,3.918,3.918,3.812,,234.962,92,1.527,7.35174E+17,7.35171E+17,4541,
1,C12H10O6,[M - H]-,C12H9O6-,,1,190.11,190.11,0,48,0.888,4.266,4.266,3.848,,249.041,92,1.527,7.35174E+17,7.35171E+17,4579,
1,C7H11BrO2S,[M - H]-,C7H10BrO2S-,,1,57.534,57.534,0,14,0.276,4.223,4.223,4.152,,236.96,92,1.527,7.35174E+17,7.35171E+17,4588,
1,C16H15N5O4,[M - H]-,C16H14N5O4-,,0.891,145.268,145.268,0,45,0.643,4.697,4.697,-1.022,,340.105,92,1.529,7.35174E+17,7.35171E+17,4509,
1,C15H20N5O6,[M - H]-,C15H19N5O6-,,0.347,247.546,247.546,0,43,0.624,4.231,4.232,7.526,,365.137,92,1.532,7.35174E+17,7.35171E+17,4383,
1,C15H17FN2O3S,[M - H]-,C15H16FN2O3S-,,0.746,286.847,286.847,0,46,0.628,5.093,5.093,9.269,,323.09,92,1.532,7.35174E+17,7.35171E+17,4710,
1,C3H8BrClNO5P,[M - H]-,C3H7BrClNO5P-,,0.993,23.361,23.361,0,4,0.541,-2.853,2.853,-1.853,,281.893,92,1.533,7.35174E+17,7.35171E+17,4603,
1,C19H24N2O9,[M - H]-,C19H23N2O9-,,0.827,114.245,114.245,0,38,0.567,3.968,3.968,3.039,,423.142,92,1.538,7.35174E+17,7.35171E+17,4239,
1,C13H17N2O5P,[M - H]-,C13H16N2O5P-,,0.167,310.679,310.679,0,52,0.849,4.445,4.613,-4.924,,311.079,93,1.543,7.35174E+17,7.35171E+17,4380,
1,C21H19N2O7,[M - H]-,C21H18N2O7-,,0.804,165.273,165.273,0,44,0.563,4.912,4.912,-2.803,,410.111,93,1.543,7.35174E+17,7.35171E+17,4459,
1,C17H19ClN2O6,[M - H]-,C17H18ClN2O6-,,1,256.583,256.583,0,45,0.629,5.869,5.869,-4.56,,381.084,93,1.543,7.35174E+17,7.35171E+17,4480,
1,C16H20O10,[M - H]-,C16H19O10-,,1,259.713,259.713,0,55,0.83,5.089,5.089,3.475,,371.1,93,1.543,7.35174E+17,7.35171E+17,4505,
1,C19H26N2O4S2,[M - H]-,C19H25N2O4S2-,,0.938,156.285,156.285,0,47,0.725,4.325,4.325,1.411,,409.127,93,1.543,7.35174E+17,7.35171E+17,5186,
1,C18H22O7S2,[M - H]-,C18H21O7S2-,,0.248,233.221,233.221,0,43,0.634,5.266,5.266,1.383,,413.074,93,1.543,7.35174E+17,7.35171E+17,3569,
1,C19H23NO6S2,[M - H]-,C19H22NO6S2-,,0.996,215.618,215.618,0,40,0.639,4.069,4.173,1.478,,424.09,93,1.544,7.35174E+17,7.35171E+17,4187,
1,C14H16O9,[M - H]-,C14H15O9-,,1,180.299,180.299,0,42,0.622,4.519,4.519,4.385,,327.074,93,1.544,7.35174E+17,7.35171E+17,4342,
1,C22H19N2O7,[M - H]-,C22H18N2O7-,,0.945,119.69,119.69,0,35,0.523,3.611,3.884,-2.036,,422.111,93,1.546,7.35174E+17,7.35171E+17,4761,
1,C14H15NO9,[M - H]-,C14H14NO9-,,0.855,144.054,144.054,0,28,0.338,5.651,5.651,3.339,,340.069,93,1.546,7.35174E+17,7.35171E+17,4868,
1,CHAsClNO5,[M - H]-,CAsClNO5-,,0.943,1.856,1.856,0,2,0.039,3.514,3.514,4.332,,215.87,93,1.546,7.35174E+17,7.35171E+17,4713,
1,C20H20N2O9,[M + Cl]-,C20H20ClN2O9-,,0.999,285.763,285.763,0,45,0.636,4.664,4.664,-2.722,,467.085,93,1.549,7.35174E+17,7.35171E+17,3809,
1,C20H19N2O7,[M - H]-,C20H18N2O7-,,0.313,125.726,125.726,0,51,0.869,2.091,2.298,-2.988,,398.111,93,1.551,7.35174E+17,7.35171E+17,3775,
1,C13H18O8,[M - H]-,C13H17O8-,,1,214.875,214.875,0,55,0.964,5.27,5.27,4.58,,301.094,93,1.551,7.35174E+17,7.35171E+17,4523,
1,C13H16N2O6,[M - H]-,C13H15N2O6-,,1,175.531,175.531,0,49,0.764,4.64,4.64,4.508,,295.095,93,1.552,7.35174E+17,7.35171E+17,4832,
1,C19H20O13,[M - H]-,C19H19O13-,,0.999,226.249,226.249,0,37,0.57,5.143,5.143,4.122,,455.085,93,1.552,7.35174E+17,7.35171E+17,4196,
1,C20H26N2O5S2,[M - H]-,C20H25N2O5S2-,,0.999,143.424,143.424,0,45,0.63,4.985,4.985,1.287,,437.122,93,1.552,7.35174E+17,7.35171E+17,4175,
1,C13H16O9,[M - H]-,C13H15O9-,,0.942,222.255,222.255,0,53,0.87,4.828,4.828,4.648,,315.074,93,1.555,7.35174E+17,7.35171E+17,4212,
1,C21H24O13,[M - H]-,C21H23O13-,,0.143,205.576,205.576,0,34,0.517,4.553,4.553,3.717,,483.116,93,1.555,7.35174E+17,7.35171E+17,3888,
1,C18H24O12,[M - H]-,C18H23O12-,,0.125,201.211,201.211,0,51,0.835,5.526,5.526,3.526,,431.121,93,1.557,7.35174E+17,7.35171E+17,4278,
1,C16H19NO9,[M - H]-,C16H18NO9-,,0.804,157.232,157.232,0,54,0.86,0.822,0.967,3.6,,368.1,94,1.559,7.35174E+17,7.35171E+17,4195,
1,C14H19N2O6P,[M - H]-,C14H18N2O6P-,,0.866,149.923,149.923,0,49,0.837,5.173,5.184,-5.619,,341.089,94,1.559,7.35174E+17,7.35171E+17,4534,
1,C19H22N2O9,[M - H]-,C19H21N2O9-,,1,133.408,133.408,0,42,0.721,4.301,4.309,3.102,,421.127,94,1.561,7.35174E+17,7.35171E+17,5006,
1,C5H3BrO3,[M - H]-,C5H2BrO3-,,0.986,16.027,16.027,0,2,0.944,3.803,3.803,3.76,,188.92,94,1.565,7.35174E+17,7.35171E+17,4707,
1,C16H20N2O6,[M - H]-,C16H19N2O6-,,1,165.148,165.148,0,36,0.637,4.011,4.011,3.82,,335.126,94,1.566,7.35174E+17,7.35171E+17,4432,
1,C29H46O23,[M - H]-,C29H45O23-,,0.999,123.727,123.727,0,28,0.98,4.386,4.386,4.149,,761.239,94,1.569,7.35174E+17,7.35171E+17,4490,
1,C20H24O13,[M - H]-,C20H23O13-,,1,248.831,248.831,0,39,0.632,4.829,4.829,4.363,,471.116,94,1.57,7.35174E+17,7.35171E+17,4213,
1,C19H22O12,[M - H]-,C19H21O12-,,0.2,161.291,161.291,0,35,0.529,5.408,5.408,3.9,,441.106,94,1.57,7.35174E+17,7.35171E+17,4288,
1,C9H14N4O4S,[M - H]-,C9H13N4O4S-,,0.974,32.495,29.093,3.402,20,0.894,3.51,3.51,-0.621,,273.066,94,1.574,7.35174E+17,7.35171E+17,4771,
1,C5H5BrOS,[M - H]-,C5H4BrOS-,,0.85,2.145,2.145,0,2,0.022,3.937,3.937,4.078,,190.918,94,1.574,7.35174E+17,7.35171E+17,5046,
1,C17H22O12,[M - H]-,C17H21O12-,,1,257.578,257.578,0,48,0.752,5.549,5.549,3.07,,417.105,95,1.576,7.35174E+17,7.35171E+17,4700,
1,C19H19N2O5,[M - H]-,C19H18N2O5-,,1,200.595,200.595,0,53,0.885,4.907,4.907,-3.7,,354.121,95,1.576,7.35174E+17,7.35171E+17,4566,
1,C22H22O7,[M - H]-,C22H21O7-,,0.5,256.424,256.424,0,34,0.44,5.247,5.247,-6.236,,397.127,95,1.576,7.35174E+17,7.35171E+17,5479,
1,C9H10INO4,[M - H]-,C9H9INO4-,,1,68.519,66.222,2.297,12,0.922,4.776,4.776,4.661,,321.96,95,1.577,7.35174E+17,7.35171E+17,4810,
1,C10H12N2O6,[M - H]-,C10H11N2O6-,,1,48.28,48.28,0,14,0.8,4.034,4.034,5.098,,255.064,95,1.577,7.35174E+17,7.35171E+17,4735,
1,C19H25NO6S2,[M - H]-,C19H24NO6S2-,,0.967,177.357,177.357,0,49,0.83,5.056,5.056,1.565,,426.106,95,1.578,7.35174E+17,7.35171E+17,4675,
1,C19H25NO6S2,[M - H]-,C19H24NO6S2-,,0.998,98.009,98.009,0,42,0.733,3.097,3.158,1.542,,426.106,95,1.578,7.35174E+17,7.35171E+17,5340,
1,C18H22O7S2,[M - H]-,C18H21O7S2-,,1,242.435,242.435,0,42,0.588,5.204,5.204,1.577,,413.074,95,1.579,7.35174E+17,7.35171E+17,4757,
1,C13H16O8,[M - H]-,C13H15O8-,,1,203.745,203.745,0,52,0.895,5.088,5.088,4.377,,299.079,95,1.581,7.35174E+17,7.35171E+17,4392,
1,C11H22N2O4S,[M - H]-,C11H21N2O4S-,,1,70.765,70.765,0,12,0.966,4.594,4.594,4.144,,277.124,95,1.582,7.35174E+17,7.35171E+17,4812,
1,C16H18O10,[M - H]-,C16H17O10-,,0.13,156.076,156.076,0,40,0.571,5.093,5.093,2.952,,369.084,95,1.583,7.35174E+17,7.35171E+17,4391,
1,C14H25NO10S,[M - H]-,C14H24NO10S-,,0.867,174.386,174.386,0,51,0.708,4.654,4.765,-5.327,,398.111,95,1.583,7.35174E+17,7.35171E+17,4960,
1,C15H18N2O9,[M - H]-,C15H17N2O9-,,0.5,281.331,281.331,0,41,0.575,4.599,4.599,3.024,,369.095,95,1.583,7.35174E+17,7.35171E+17,5078,
1,C15H18FN5O5,[M - H]-,C15H17FN5O5-,,1,153.598,153.598,0,47,0.707,1.339,3.562,-3.525,,366.121,95,1.584,7.35174E+17,7.35171E+17,4839,
1,C16H22N2O3S2,[M - H]-,C16H21N2O3S2-,,1,268.827,268.827,0,51,0.768,5.524,5.524,0.628,,353.1,95,1.587,7.35174E+17,7.35171E+17,5049,
1,C11H20N2O4,[M - H]-,C11H19N2O4-,,0.333,196.3,196.3,0,48,0.919,5.661,5.661,4.686,,243.136,95,1.587,7.35174E+17,7.35171E+17,4859,
1,C16H21NO4S2,[M - H]-,C16H20NO4S2-,,0.579,136.505,136.505,0,39,0.545,5.288,5.288,1.345,,354.084,95,1.587,7.35174E+17,7.35171E+17,4861,
1,C21H24O14,[M - H]-,C21H23O14-,,1,256.907,256.907,0,39,0.661,4.778,4.778,3.989,,499.111,95,1.588,7.35174E+17,7.35171E+17,4275,
1,C19H18F3N2O4,[M - H]-,C19H17F3N2O4-,,0.115,125.636,125.636,0,45,0.563,0.456,3.051,3.171,,394.116,95,1.588,7.35174E+17,7.35171E+17,4529,
1,C14H18N3O4S2,[M - H]-,C14H17N3O4S2-,,1,301.365,301.365,0,50,0.696,3.943,3.943,4.15,,355.068,95,1.591,7.35174E+17,7.35171E+17,4081,
1,C17H18O11,[M - H]-,C17H17O11-,,0.972,231.632,231.632,0,37,0.522,5.63,5.63,3.261,,397.079,95,1.591,7.35174E+17,7.35171E+17,4387,
1,C25H31N3O7S,[M - H]-,C25H30N3O7S-,,1,53.364,53.364,0,11,0.983,4.683,4.683,-0.319,,516.181,96,1.592,7.35174E+17,7.35171E+17,4834,
1,C18H18N3O4,[M - H]-,C18H17N3O4-,,0.988,243.315,240.506,2.808,44,0.663,5.189,5.189,-5.557,,339.121,96,1.593,7.35174E+17,7.35171E+17,5057,
1,C19H20O12,[M - H]-,C19H19O12-,,1,199.491,199.491,0,30,0.476,5.277,5.277,3.759,,439.09,96,1.595,7.35174E+17,7.35171E+17,3862,
1,C12H23N3O3,[M - H]-,C12H22N3O3-,,1,157.751,156.578,1.173,26,0.941,6.008,6.008,4.703,,256.168,96,1.596,7.35174E+17,7.35171E+17,4909,
1,C19H18N6O6,[M - H]-,C19H17N6O6-,,0.624,213.925,213.925,0,46,0.735,4.862,4.862,0.457,,425.122,96,1.596,7.35174E+17,7.35171E+17,5455,
1,C16H21NO5S2,[M - H]-,C16H20NO5S2-,,1,253.611,253.611,0,47,0.648,4.465,4.636,1.058,,370.079,96,1.597,7.35174E+17,7.35171E+17,4309,
1,C11H8O6,[M - H]-,C11H7O6-,,1,94.084,94.084,0,31,0.799,4.371,4.371,3.823,,235.026,96,1.602,7.35174E+17,7.35171E+17,4943,
1,C14H18O8,[M - H]-,C14H17O8-,,0.2,174.928,174.928,0,46,0.717,4.079,4.087,4.181,,313.094,96,1.602,7.35174E+17,7.35171E+17,4701,
1,C14H16N2O6,[M - H]-,C14H15N2O6-,,1,129.521,129.521,0,46,0.791,5.297,5.297,4.071,,307.095,96,1.602,7.35174E+17,7.35171E+17,4794,
1,C23H22N3O8,[M - H]-,C23H21N3O8-,,0.789,184.402,184.402,0,50,0.691,1.056,2.317,-1.291,,467.133,96,1.602,7.35174E+17,7.35171E+17,4354,
1,C18H20N2O8,[M - H]-,C18H19N2O8-,,0.914,112.973,112.973,0,46,0.839,3.38,3.423,3.173,,391.116,96,1.603,7.35174E+17,7.35171E+17,4501,
1,C11H19NO6,[M - H]-,C11H18NO6-,,1,120.579,118.642,1.937,33,0.96,5.104,5.104,5.11,,260.115,96,1.604,7.35174E+17,7.35171E+17,4228,
1,C20H22O14,[M - H]-,C20H21O14-,,0.997,232.935,231.37,1.565,37,0.61,4.726,4.726,4.723,,485.096,96,1.604,7.35174E+17,7.35171E+17,4781,
1,C17H19NO9,[M - H]-,C17H18NO9-,,0.917,113.631,113.631,0,30,0.427,5.058,5.058,3.539,,380.1,96,1.605,7.35174E+17,7.35171E+17,5409,
1,C15H18N3O4S2,[M - H]-,C15H17N3O4S2-,,1,321.684,321.684,0,52,0.685,4.631,4.631,4.995,,367.068,96,1.605,7.35174E+17,7.35171E+17,4818,
1,C13H25N3O5,[M - H]-,C13H24N3O5-,,1,112.953,111.118,1.835,19,0.817,5.885,5.885,4.685,,302.174,96,1.605,7.35174E+17,7.35171E+17,4907,
1,C15H21N2O4,[M - H]-,C15H20N2O4-,,1,200.81,200.81,0,27,0.44,4.908,4.908,6.416,,292.145,96,1.605,7.35174E+17,7.35171E+17,4917,
1,C3H5O8P4,[M - H]-,C3H4O8P4-,,0.586,6.473,6.473,0,4,0.492,-1.444,1.444,0.986,,291.887,96,1.606,7.35174E+17,7.35171E+17,5037,
1,C17H18F3N2O4,[M - H]-,C17H17F3N2O4-,,1,271.261,271.261,0,50,0.723,3.988,4.621,2.215,,370.115,96,1.606,7.35174E+17,7.35171E+17,3947,
1,C19H22O13,[M - H]-,C19H21O13-,,0.163,248.797,248.797,0,40,0.657,5.478,5.478,4.344,,457.101,96,1.607,7.35174E+17,7.35171E+17,3229,
1,C15H20O9,[M - H]-,C15H19O9-,,0.167,175.437,175.437,0,52,0.863,1.7,1.939,2.665,,343.104,97,1.61,7.35174E+17,7.35171E+17,4558,
1,C7H13NO4S2,[M - H]-,C7H12NO4S2-,,1,44.544,39.698,4.846,15,0.95,4.782,4.782,4.859,,238.022,97,1.614,7.35174E+17,7.35171E+17,5059,
1,C25H23ClN2O5S,[M - H]-,C25H22ClN2O5S-,,0.207,179.867,179.867,0,48,0.758,4.226,4.232,2.989,,497.096,97,1.616,7.35174E+17,7.35171E+17,3780,
1,C21H22N2O9,[M + Cl]-,C21H22ClN2O9-,,1,163.102,163.102,0,46,0.726,4.022,4.022,-2.913,,481.101,97,1.616,7.35174E+17,7.35171E+17,4079,
1,C18H22O11,[M - H]-,C18H21O11-,,1,188.255,188.255,0,39,0.669,5.164,5.164,4.514,,413.111,97,1.621,7.35174E+17,7.35171E+17,4688,
1,C12H16O7,[M - H]-,C12H15O7-,,1,195.309,195.309,0,50,0.935,5.304,5.304,5.141,,271.084,97,1.621,7.35174E+17,7.35171E+17,4774,
1,C17H18N6O4,[M - H]-,C17H17N6O4-,,1,174.395,174.395,0,37,0.671,4.365,4.365,0.009,,369.132,97,1.621,7.35174E+17,7.35171E+17,5017,
1,C17H30N2O6,[M - H]-,C17H29N2O6-,,1,216.302,214.116,2.186,37,0.599,4.718,4.718,3.863,,357.204,97,1.621,7.35174E+17,7.35171E+17,5081,
1,C13H18N5O5,[M - H]-,C13H17N5O5-,,0.713,175.534,175.534,0,52,0.81,5.168,5.168,9.355,,323.127,97,1.621,7.35174E+17,7.35171E+17,5239,
1,C11H19NO5,[M - H]-,C11H18NO5-,,1,154.968,152.234,2.734,47,0.943,5.456,5.456,5.136,,244.12,97,1.621,7.35174E+17,7.35171E+17,5561,
1,C19H20O6S,[M - H]-,C19H19O6S-,,0.252,235.616,235.616,0,41,0.63,5.199,5.199,9.99,,375.095,97,1.623,7.35174E+17,7.35171E+17,4849,
1,C18H20O12,[M - H]-,C18H19O12-,,1,260.555,260.555,0,37,0.578,4.982,4.982,3.49,,427.09,97,1.623,7.35174E+17,7.35171E+17,4553,
1,C17H21NO5S2,[M - H]-,C17H20NO5S2-,,1,165.119,165.119,0,35,0.49,4.709,4.709,0.842,,382.079,97,1.623,7.35175E+17,7.35171E+17,5137,
1,C14H17N5O8,[M - H]-,C14H16N5O8-,,1,93.098,93.098,0,36,0.76,4.939,4.939,3.622,,382.102,97,1.623,7.35174E+17,7.35171E+17,5151,
1,C13H16O9,[M - H]-,C13H15O9-,,0.968,218.973,218.973,0,53,0.863,4.802,4.802,4.235,,315.073,97,1.624,7.35174E+17,7.35171E+17,5036,
1,C3H4O6S2,[M - H]-,C3H3O6S2-,,0.333,70.195,70.195,0,8,0.763,-5.871,5.871,-0.972,,198.937,97,1.624,7.35174E+17,7.35171E+17,5417,
1,C14H17NO7,[M - H]-,C14H16NO7-,,1,167.707,167.707,0,53,0.948,4.717,4.717,3.885,,310.094,97,1.624,7.35174E+17,7.35171E+17,4419,
1,C18H26N2O3S2,[M - H]-,C18H25N2O3S2-,,0.765,224.955,224.955,0,34,0.46,5.378,5.378,0.634,,381.131,97,1.624,7.35174E+17,7.35171E+17,4919,
1,C14H16N2O7,[M - H]-,C14H15N2O7-,,1,286.221,286.221,0,45,0.59,4.931,4.931,3.762,,323.09,97,1.624,7.35174E+17,7.35171E+17,5342,
1,C17H22N2O7,[M - H]-,C17H21N2O7-,,1,166.767,166.767,0,44,0.684,4.869,4.869,2.671,,365.136,97,1.624,7.35174E+17,7.35171E+17,5358,
1,C19H17N2O5,[M - H]-,C19H16N2O5-,,0.25,276.271,276.271,0,52,0.937,3.576,3.588,-4.431,,352.105,97,1.625,7.35174E+17,7.35171E+17,4416,
1,C17H20O11,[M - H]-,C17H19O11-,,0.942,180.921,180.921,0,36,0.519,4.848,4.848,3.32,,399.095,97,1.625,7.35174E+17,7.35171E+17,4634,
1,C22H22N4O4S2,[M - H]-,C22H21N4O4S2-,,0.683,210.876,210.876,0,47,0.799,4.49,4.815,-0.513,,469.101,98,1.625,7.35175E+17,7.35171E+17,4653,
1,C20H22N4O8,[M - H]-,C20H21N4O8-,,0.133,159.525,159.525,0,41,0.706,4.979,4.979,0.725,,445.137,98,1.625,7.35174E+17,7.35171E+17,4711,
1,C20H26N2O6S2,[M - H]-,C20H25N2O6S2-,,0.999,165.411,165.411,0,39,0.618,4.465,4.465,1.937,,453.117,98,1.625,7.35174E+17,7.35171E+17,5515,
1,C20H20N4O4S2,[M - H]-,C20H19N4O4S2-,,0.205,210.519,210.519,0,51,0.823,4.226,4.717,-0.159,,443.085,98,1.629,7.35174E+17,7.35171E+17,4887,
1,C16H19NO8,[M - H]-,C16H18NO8-,,0.999,139.835,139.835,0,43,0.524,3.109,3.109,3.862,,352.105,98,1.631,7.35174E+17,7.35171E+17,5097,
1,C13H22N2O9S,[M - H]-,C13H21N2O9S-,,0.254,213.3,213.3,0,39,0.66,5.655,5.655,-5.025,,381.095,98,1.631,7.35175E+17,7.35171E+17,5134,
1,C16H20O6S2,[M - H]-,C16H19O6S2-,,0.971,220.64,220.64,0,51,0.708,-0.717,2.771,1.202,,371.063,98,1.631,7.35174E+17,7.35171E+17,5165,
1,C14H18N2O6,[M - H]-,C14H17N2O6-,,1,200.819,200.819,0,54,0.912,5.472,5.472,4.594,,309.111,98,1.631,7.35174E+17,7.35171E+17,5195,
1,C11H23NO8S,[M - H]-,C11H22NO8S-,,1,161.902,161.902,0,33,0.575,4.697,4.697,-5.734,,328.105,98,1.631,7.35174E+17,7.35171E+17,4798,
1,C17H21NO9,[M - H]-,C17H20NO9-,,0.965,163.323,163.323,0,33,0.427,5.715,5.715,3.52,,382.116,98,1.631,7.35174E+17,7.35171E+17,4923,
1,C18H23NO5S2,[M - H]-,C18H22NO5S2-,,1,189.673,189.673,0,39,0.607,4.929,4.929,1.468,,396.095,98,1.631,7.35174E+17,7.35171E+17,5103,
1,C14H18O9,[M - H]-,C14H17O9-,,1,210.901,210.901,0,54,0.937,4.813,4.813,5.027,,329.089,98,1.632,7.35175E+17,7.35171E+17,4571,
1,C17H20N2O8,[M - H]-,C17H19N2O8-,,0.999,144.674,144.674,0,47,0.609,3.34,3.38,3.906,,379.116,98,1.632,7.35175E+17,7.35171E+17,4805,
1,C15H19NO7,[M - H]-,C15H18NO7-,,1,152.329,152.329,0,35,0.461,5.14,5.14,4.92,,324.11,98,1.632,7.35175E+17,7.35171E+17,6112,
1,C20H27NO5S2,[M - H]-,C20H26NO5S2-,,0.5,190.832,190.832,0,41,0.58,3.644,4.05,1.866,,424.127,98,1.632,7.35175E+17,7.35171E+17,4678,
1,C15H18O10,[M - H]-,C15H17O10-,,1,205.055,203.186,1.869,52,0.837,5.068,5.068,3.416,,357.084,98,1.636,7.35175E+17,7.35171E+17,4405,
1,C29H46O23,[M - H]-,C29H45O23-,,1,130.593,124.82,5.774,28,0.979,4.206,4.206,4.123,,761.239,98,1.637,7.35174E+17,7.35171E+17,5226,
1,C16H17FN2O3S,[M - H]-,C16H16FN2O3S-,,0.333,207.344,207.344,0,45,0.71,0.522,2.852,7.923,,335.09,98,1.639,7.35175E+17,7.35171E+17,4544,
1,C22H24O14,[M - H]-,C22H23O14-,,0.141,176.552,176.552,0,34,0.5,3.847,3.847,4.326,,511.112,98,1.639,7.35175E+17,7.35171E+17,4066,
1,C14H26N2O5,[M - H]-,C14H25N2O5-,,1,291.569,291.569,0,49,0.849,5.77,5.77,5.195,,301.178,98,1.639,7.35175E+17,7.35171E+17,5198,
1,C15H26N2O8S,[M - H]-,C15H25N2O8S-,,0.963,140.145,140.145,0,40,0.699,4.391,4.42,-5.597,,393.132,98,1.64,7.35175E+17,7.35171E+17,4417,
1,C19H22O13,[M - H]-,C19H21O13-,,0.994,258.231,258.231,0,41,0.676,5.534,5.534,4.06,,457.101,98,1.641,7.35175E+17,7.35171E+17,4929,
1,C13H16O7,[M - H]-,C13H15O7-,,0.458,138.248,138.248,0,36,0.613,4.944,4.944,4.358,,283.084,99,1.645,7.35175E+17,7.35171E+17,4453,
1,C12H16O8,[M - H]-,C12H15O8-,,1,209.573,209.573,0,51,0.876,4.667,4.667,4.316,,287.078,99,1.645,7.35175E+17,7.35171E+17,4779,
1,C20H17NO4S,[M - H]-,C20H16NO4S-,,1,178.548,178.548,0,33,0.426,5.349,5.349,10.182,,366.084,99,1.648,7.35175E+17,7.35171E+17,6499,
1,C15H27NO10S,[M - H]-,C15H26NO10S-,,0.865,167.953,167.953,0,47,0.698,4.879,4.879,-5,,412.126,99,1.65,7.35175E+17,7.35171E+17,6057,
1,C18H21NO9,[M - H]-,C18H20NO9-,,0.472,164.138,164.138,0,33,0.387,4.259,4.384,4.098,,394.116,99,1.65,7.35175E+17,7.35171E+17,4734,
1,C19H25NO5S2,[M - H]-,C19H24NO5S2-,,1,175.247,175.247,0,53,0.907,5.361,5.361,1.247,,410.111,99,1.651,7.35175E+17,7.35171E+17,5121,
1,C18H19FN2O4S,[M - H]-,C18H18FN2O4S-,,0.155,198.927,198.927,0,46,0.736,3.863,4.084,7.823,,377.101,99,1.653,7.35175E+17,7.35171E+17,5674,
